69,Naginata Combat,0.5566666666666666,Naginata(長刀) are basically swords mounted at the end of a stick. They are used traditionally by women (of the warrior class) to defend their homes. A rather deadly and elegant weapon.
70,Combat with Spears,1.1099999999999999,"Long sticks with a blade at the point, usually used to pierce the enemy.   Not to be confused with the Naginata, which is primarily used for slashing attacks.   Pikes and similar weapons belong here as well."
71,Axe Combat,0.0,The favorite weapon of your neighbourhood viking.
72,Knife/Dagger Combat,3.6666666666666665,Shorter blades used primarily for stabbing.
73,Combat with Blunt Weapons,0.0,"Combat in this game involves blunt weapons, like staves or clubs."
74,Dual Wielding Pistols,0.6666666666666666,"Games that has people using a pistol in each hand, possibly as a character's style."
75,Staff Combat,0.0,"Quarterstaves and similar weapons apply.   Not to be confused with clubs, who are usually one-handed and have a thicker end than center."
76,Combat with Clubs,0.0,"Combat with clubs and similar unrefined, possibly improvised weaponry.   No to be confused with staves, who are usually longer and wielded with two hands (and which tend to be way more elegant)."
77,Combat Archery,1.8333333333333335,"In these game, bows (and similar projectile weapons, like crossbows and even slings, but not guns, arquebuses or similar) are used to actually harm and/or kill someone - if you just shoot at rice paddings, it doesn't belong here."
78,Combat with Exotic Weapons,1.0,"The protagonist uses a chain? The second heroine uses darts? No matter how hard you look, you can't find any appropriate name for the weapon?   Use this tag.   Do not use it for rare examples of common weapons - we don't care if only 20 ever were made, it's still a handgun ;-)"
79,Unarmed Combat,4.569999999999999,"These games involved unarmed combat - whether it's karate, secret martial arts or just wrestling and punching the other guy in the face harder than he punches you in yours."
80,Magic/ESP Combat,25.0,"If the main mode of combat involves throwing ""energy"" at the enemy, this applies."
81,Vehicular Combat,0.0,"This game has action and combat scenes involving people riding something to fight. Tanks, helicopters, airplanes, mecha and even normal cars..."
82,Lesbian Sex,5.193333333333333,There are sex scenes involving two (or possibly more) females.
83,Male on Male Sex,1.3333333333333333,There are sex scenes involving two (or possibly more) males.
84,Rape,19.556666666666665,"This game contains scenes of [url=http://en.wikipedia.org/wiki/Rape]rape[/url].       Please use the specific child tag to mark the rape scenes in the game, so users that want to avoid/seek such content can make use of the tagging feature fully."
85,Only Avoidable Rape Scenes,8.333333333333334,"All [url=http://en.wikipedia.org/wiki/Rape]rape[/url] scenes in the game can be avoided - they're in bad ends (that you do not need to see to get the good ends), or can simply be avoided by taking the right choices."
86,Incest,0.6666666666666666,These games contain sex scenes that could be considered [url=http://en.wikipedia.org/wiki/Incest]incestious[/url]. Whether the involved characters are actually blood-related matters not.
87,Heroine,0.0,"[url=http://en.wikipedia.org/wiki/Heroine]Heroines[/url] are the female members of a game's cast with their own routes and/or endings.      Do not mix with a VN's lead female character, that is called a protagonist."
88,Blood-related Incest,0.89,This eroge contains incestual eroscenes with characters that are blood-related.
89,Brother/Sister Incest,2.8899999999999997,These games contain sexual scenes between a brother and his sister. They may or may not be blood-related.
90,Sister/Sister Incest,0.0,These games contain sexual scenes between two (or more) sisters. They may or may not be blood-related.
91,Blood-related Sister/Sister Incest,0.0,These games contain sexual scenes between blood-related sisters.
92,Blood-related Brother/Sister Incest,8.166666666666666,These games contain sexual scenes between a blood-related brother and sister.
93,Non-blood-related Incest,0.0,This eroge contains sexual scenes involving characters which are related but are not blood-related (adopted siblings and similar).
94,Non-blood-related Sister/Sister Incest,0.0,These games contain sexual scenes between non-blood-related sisters.
95,Non-blood-related Brother/Sister Incest,9.193333333333332,These games contain sexual scenes between a non-blood-related brother and sister.
96,Romance,562.7866666666691,Romance plays a large role in these games.
97,Girl x Girl Romance,124.42666666666682,"This game contains romance between girls.   Please note that this does not necessarily mean that there are any sexual scenes, for that use the [url=/g82]Lesbian Sex[/url] tag."
98,Boy x Boy Romance,71.74999999999996,"This game contains romance between boys.   Please note that this does not necessarily mean that there are any sexual scenes, for that use the [url=/g83]Male on Male Sex[/url] tag."
99,Incest Romance,4.166666666666667,These games have romance that could be called [url=http://en.wikipedia.org/wiki/Incest]incestual[/url] (whether the involved parties are blood-related or not is irrelevant).
100,Brother/Sister Romance,31.756666666666682,These games contain romance between a brother and sister.
101,Sister/Sister Romance,0.0,These games contain romance between two sisters.
102,Space Station,0.5,(Significant portions) of the game play on a space station.
103,Spaceship,9.0,[url=http://en.wikipedia.org/wiki/Spacecraft]Spaceships[/url] play an important role in the game's story.
104,Comedy,148.22999999999996,Comedy is an important element of these games.
105,Science Fiction,45.34666666666665,Science Fiction (Hard or Soft) is an important Element of these games.
106,Hard Science Fiction,0.0,"These games have [url=http://en.wikipedia.org/wiki/Hard_Science_Fiction]Hard Science Fiction[/url] elements - less ""these work by the powers of <techword>"", more realistic elements.      ...do these even exist? Inquiring minds want to know."
107,Coodere Heroine,0.6666666666666666,"These games have at least one coodere heroine.      Cooderes start as cold or impersonal towards the protagonist (and, possibly, everyone else) and then develop feelings for the protagonist as the story progresses.      A variant of the traditional tsundere archetype."
108,Genius Heroine,0.0,"One or more of the heroines in a game with this tag is considered to be a genius.      A [url=https://en.wikipedia.org/wiki/Genius]genius[/url] is a person who displays exceptional intellectual ability, creativity, or originality, typically to a degree that is associated with the achievement of an unprecedented leap of insight.      Mind you, being smart is not the same thing as being a genius, and high scholastic achievement alone is not the mark of a genius."
109,Hacker Heroine,0.3333333333333333,At least one the heroines of this visual novel is a [url=http://en.wikipedia.org/wiki/Hacker_%28term%29]hacker[/url].
110,Imouto-type Heroine,0.0,These games have at least one imouto-type-heroine. An imouto-type heroine is a heroine who is not a sibling or a step-sibling to the protagonist but acts and gets treated like a little sister anyway.      This tag is used as a character trait of heroines. For actual sister connection please use the sister heroine tag.      TL Note: Imouto means younger sister.
111,Oneesan-type Heroine,0.0,These games have at least one oneesan-type-character. An oneesan-type heroine is a heroine who is not a sibling or a step-sibling to the protagonist but acts and gets treated like a big sister anyway.      This tag is used as a character trait of heroines. For actual sister connection please use the sister heroine tag.      TL Note: Oneesan means older sister.
112,Maid Heroine,3.9999999999999996,These games have at least one heroine who is a [url=http://en.wikipedia.org/wiki/Maid]maid[/url].
113,Protagonist's Senpai as a Heroine,0.0,These games have at least one heroine who is a senpai of the protagonist. Some examples can be a senior at a work place or a student of a class some years above.
114,Royal Heroine,1.6666666666666665,"These games have at least one heroine who is of noble blood - a queen or princess, or if it really defines her, of ""normal"" nobility.      Current status is not important for these tags, such as a noble family that is no more wouldn't change the heroine's birthright.      Not named ""Noble Heroine"" to avoid tons of heroines with a noble Heart but not blood being nominated.      Check the related [url=http://en.wikipedia.org/wiki/Royal_family]wikipedia[/url] entry for details."
115,Miko Heroine,1.6666666666666665,"These games have at least one heroine who is a [url=http://en.wikipedia.org/wiki/Miko]miko[/url]. The traditional dress is common, but not strictly required."
116,Nun Heroine,0.0,These games have at least one heroine who is a [url=http://en.wikipedia.org/wiki/Nun]nun[/url]. Christianity not required.
117,Unavoidable Rape,5.5,"No matter what you do, you're gonna see [url=http://en.wikipedia.org/wiki/Rape]rape[/url] scenes if you play this eroge."
118,Knight Heroine,2.0,At least one heroine of these games is a [url=http://en.wikipedia.org/wiki/Knight]knight[/url].
119,Onmyouji Heroine,0.3333333333333333,"A Heroine of this game is an [url=http://en.wikipedia.org/wiki/Onmyouji#Onmy.C5.8Dji]onmyouji[/url].      Onmyouji were specialists in magic and divination. Their court responsibilities ranged from tasks such as keeping track of the calendar, to mystical duties such as divination and protection of the capital from evil spirits. They could divine auspicious or harmful influences in the earth, and were instrumental in the moving of capitals. It is said that an onmyouji could also summon and control shikigami."
120,Kunoichi Heroine,1.3333333333333333,"At least one heroine of these games is a Kunoichi, a female [url=http://en.wikipedia.org/wiki/Ninja]ninja[/url]."
121,Soldier Heroine,1.3333333333333333,At least one heroine of these games is (or was) a professional [url=http://en.wikipedia.org/wiki/Soldier]soldier[/url].
122,Officer Heroine,0.3333333333333333,At least one heroine of this game is an officer (a soldier in a position of authority) in a military force.      People taking temp roles in military does not belong to this tag. This is for professional officers.
123,Non-human Heroine,3.666666666666666,"At least one of the heroines might look [url=http://en.wikipedia.org/wiki/Human]human[/url], but she is way more than that..."
124,Protagonist,0.0,"A VN's [url=http://en.wikipedia.org/wiki/Protagonist]protagonist[/url] is the character that the player takes control of.      A combination of male and female protagonists is possible, e.g. multiple protagonists."
125,AI Heroine,0.0,These games have at least one heroine that is an [url=http://en.wikipedia.org/wiki/Artificial_intelligence]artificial intelligence[/url].
126,Robot Heroine,0.13333333333333333,"This game has one or more [url=http://en.wikipedia.org/wiki/Robot]robot[/url] heroines.      A robot is a mechanical or virtual intelligent agent that can perform tasks automatically or with guidance, typically by remote control. In practice, a robot is usually an electro-mechanical machine that is guided by computer and electronic programming. Robots can be autonomous, semi-autonomous or remotely controlled.      Contrast with [URL=http://vndb.org/g127]Cyborg Heroine[/URL], who has a (partially) artificial body that is controlled by a human brain."
127,Cyborg Heroine,2.0,"This visual novel has at least one heroine that is a [url=http://en.wikipedia.org/wiki/Cyborg]cyborg[/url] - that is, at least parts of her body is artificial.      Contrast with [url=http://vndb.org/g126]Robot Heroine[/url], in whose case the intelligence controlling the body is artificial as well."
128,Kitsune Heroine,1.5,At least one of the heroines is a [url=http://en.wikipedia.org/wiki/Kitsune]kitsune[/url] - a fox that can take human shape.
129,Goddess Heroine,2.6666666666666665,At least one of the heroines is a [url=http://en.wikipedia.org/wiki/Goddess]goddess[/url].
130,Vampire Heroine,8.443333333333335,"A heroine in this game is a [url=http://en.wikipedia.org/wiki/Vampire]vampire[/url]. Bloodsucking is common, but not strictly required."
131,Sentient Weapon Heroine,0.0,"The heroine in question is actually a weapon.    Commonly she is the human avatar of a holy sword, but other variants exist as well."
132,Book Heroine,0.0,(At least) one of the heroines is the humanoid avatar of a Book of Power.      Examples include Al Azif of Demonbane.
133,Male Protagonist,65.42666666666659,These games have a male protagonist.
134,Female Protagonist,1977.9100000000556,These games have a female protagonist.
135,Protagonist with Voice Acting,108.48666666666676,These games have a voiced protagonists. Use this tag if the protagonist is voiced almost all the time.
136,Multiple Protagonists,57.889999999999965,"These games have multiple protagonists, you might select one at the beginning or switch between them during play.      Switching to an another characters point of vision for brief amounts of time does not make that character the protagonist (aka the lead character of the game), please keep that in mind."
137,Adult Protagonist,326.8600000000004,The protagonist of this game is an [url=http://en.wikipedia.org/wiki/Adult]adult[/url].
138,Mage Heroine,13.276666666666666,These games have at least one heroine who is a mage.      Mages are people who use or practice magic derived from supernatural or occult sources.
139,Fighting Protagonist,53.506666666666625,"The protagonist of these games is a [url=http://en.wikipedia.org/wiki/Warrior]warrior[/url]. He may be a professional soldier, a self-trained martial artist, a cleric with a powerful charms and a sword or maybe a fantasy being. But he can definitely handle himself in a fight.      A game doesn't need to have scenes of the protagonist actually fighting to have this tag. This is more about the characters demeanor than the action scenes."
140,Future,8.223333333333334,The game is set in a time beyond that of our own. Games may incorperate elements of future technologies or events yet-to-come.
141,Past,10.333333333333334,The game is set in a time before our own. Games may or may not adhere to historic fact.
142,Slice of Life Comedy,35.30333333333334,This tag is for slice of life stories used to help frame a comedic setting.
143,Modern Day,46.72333333333332,The game is set in the current day.
144,Strategic Card Battles,10.223333333333334,These games have strategic card battles.
145,Linear Plot,5.666666666666667,"A game with a linear plot has a static main storyline; it is not possible to get into traditional, substantially different routes.      Many games in this category do not prompt the player with choices and simply tell the story as it is. This is, however, not a rule: it is also possible for a game to provide choices, but they have no lasting influence on the story itself. (e.g. Utawarerumono)"
146,Single Ending,13.833333333333332,These games have only a single ending.
147,Drama,99.39333333333344,
148,Multiple Endings,504.5033333333372,These games have several different endings.
149,Enforced Playing Order,49.12333333333331,These games have an enforced ending/route order.       You first have to get a specific ending or play a specific route to be able to access an another ending/route you want.      These conditions are absolute and there is no other way around them.
150,Family Life Comedy,0.0,"The comedy in this visual novel focuses around family life: the relationship between family members, the hijinks of living together, etc."
151,School Life Comedy,22.913333333333338,"This story is a comedy based on the lives of students. It can either be set on a school or somewhere else these students go to, such as a vacation."
152,Amnesia,46.176666666666655,A character in this game is suffering form [url=http://en.wikipedia.org/wiki/Amnesia]amnesia[/url]. Or memory loss plays an important part in the games story in some other way.
153,Murder Mystery,40.166666666666664,"This story has elements of [url=http://en.wikipedia.org/wiki/Murder_mystery]crime fiction[/url], mainly on the murder mystery front."
154,Loli Heroine,0.6666666666666666,At least one of the heroines is a loli. She's either an underage girl or has the looks of one.      Her age matters not one bit when it comes to her classification as a loli. This is only about appearance.      Refer to the related [url=http://en.wikipedia.org/wiki/Lolicon]Wikipedia[/url] article for details.
155,Racing,3.0,"These games involve [url=http://en.wikipedia.org/wiki/Racing]racing[/url], whether on foot, with a vehicle, swimming or something completely different."
156,Lolicon,0.3333333333333333,"This game features sexual scenes with loli characters and related lolicon themes.      In Japan, [url=http://en.wikipedia.org/wiki/Lolicon]lolicon[/url] describes an attraction to underage girls (whether prepubescent, pubescent, or post-pubescent).      Note: Do NOT use this tag for lolicon characters, use the relevant character tags for that purpose."
157,Violence,20.41666666666666,"This game features some kind of [url=http://en.wikipedia.org/wiki/Violence]violence[/url].      Violence is defined by the World Health Organization as the intentional use of physical force or power, threatened or actual, against oneself, another person, or against a group or community, that either results in or has a high likelihood of resulting in injury, death, psychological harm, maldevelopment or deprivation. This definition associates intentionality with the committing of the act itself, irrespective of the outcome it produces."
158,Graphic Violence,8.94,"This game features some [url=http://en.wikipedia.org/wiki/Graphic_violence]graphic violence[/url].      Graphic violence is the depiction of especially vivid, brutal and realistic acts of violence in visual media such as literature, film, television, and video games. It may be real, simulated live action, or animated.      The ""graphic"" in graphic violence is a synonym for ""explicit"", referring to the clear and unabashed nature of the violence portrayed; this is what differentiates true graphic violence from lesser forms of violence in media productions, including ""cartoon"" violence and ""fantasy"" violence."
159,Descriptions of Violence,26.52666666666667,"This game features some scenes with descriptions of [url=http://en.wikipedia.org/wiki/Violence]violence[/url].      The violence in these said scenes are not presented visually, but only as text, hence the difference of this tag from the [url=http://vndb.org/g158]Graphic Violence[/url]. This presentation may be preferable by those who do not like seeing vivid images of violent nature."
160,Bloody Scenes,75.16333333333333,"This game features bloody scenes. The violent act or accident resulted in the spilling of blood is not required to be shown or described before, but considerable amount of blood showing on screen is."
161,Gore,8.556666666666667,This game has scenes of excessive violence and shows lots of blood as a result of this violence.
162,Guro,0.0,"This game has scenes of excessive violence and worse during the acts of sex.      Guro is short for 'Erotic Grotesque'. It is a sub-genre of hentai featuring blood, gore, disfiguration, torture, and bloody amputees. Extreme examples of Guro include necrophilia, amputee sex, skull-fucking."
163,Bullying,20.73,The story of this visual novel involves [url=https://en.wikipedia.org/wiki/Bullying]bullying[/url].      Bullying is the use of force or coercion to abuse or intimidate others. The behaviour can be habitual and involve an imbalance of social or physical power.
164,Child Abuse,3.5333333333333328,"This game has dramatic events related to [url=http://en.wikipedia.org/wiki/Child_Abuse]child abuse[/url].      Child abuse is the physical, sexual, emotional mistreatment, or neglect of a child."
165,Drug Use,13.083333333333332,This story has elements of drug use.      Don't use it on visual novels in which a character or characters is/are taking medically prescribed drugs.
166,Sengoku Period,22.719999999999995,This visual novel is set in (or at least based upon) the [url=http://en.wikipedia.org/wiki/Sengoku_period]Warring States Period of Japan[/url].
167,Health Issues,1.3333333333333333,Problems regarding the [url=http://en.wikipedia.org/wiki/Health]health[/url] of its characters play an important role in this story.
168,Life and Death Drama,50.919999999999995,"A game that spends considerable amount of its time on discussing the preciousness of life, or has its characters constantly worrying about their or their loved ones survival, or a game that has a lot of people dying and this situation's effecting the psychologies of characters can have this tag."
169,Relationship Problems,16.19333333333333,This tag is for games that has people in a relationship and having problems keeping that together.
